uid,country,gender,device,group,spent,converted
1000814,BRA,F,A,B,0,No
1000816,CAN,F,A,B,0,No
1000817,BRA,F,I,B,0,No
1000818,TUR,M,A,A,0,No
1000819,DEU,F,I,B,0,No
1000820,MEX,F,I,A,0,No
1000821,USA,M,A,B,0,No
1000822,BRA,F,I,B,0,No
1000824,FRA,M,I,B,0,No
1000825,BRA,M,A,B,0,No
1000826,DEU,M,A,A,0,No
1000827,GBR,M,A,A,0,No
1000828,USA,O,A,A,0,No
1000829,USA,,I,A,0,No
1000830,FRA,M,I,B,0,No
1000831,TUR,M,A,B,0,No
1000832,BRA,M,A,A,0,No
1000833,USA,M,A,B,0,No
1000834,BRA,M,A,A,0,No
1000835,USA,M,A,B,0,No
1000836,USA,M,I,A,0,No
1000837,TUR,,I,B,0,No
1000838,GBR,F,I,B,0,No
1000839,MEX,,A,B,0,No
1000840,BRA,M,I,A,0,No
1000841,DEU,F,I,A,0,No
1000842,BRA,F,A,A,0,No
1000843,USA,F,A,B,0,No
1000844,TUR,M,A,A,0,No
1000845,MEX,F,A,B,0,No
1000846,USA,F,A,A,0,No
1000847,MEX,M,,B,0,No
1000848,BRA,M,I,B,0,No
1000849,BRA,F,A,B,0,No
1000850,GBR,F,A,B,0,No
1000851,TUR,F,I,B,0,No
1000852,USA,M,A,B,0,No
1000853,BRA,F,I,B,0,No
1000854,GBR,M,I,A,0,No
1000855,BRA,M,A,B,0,No
1000856,BRA,F,A,B,0,No
1000857,USA,F,I,A,8.33,Yes
1000858,BRA,F,I,B,0,No
1000859,DEU,F,A,A,0,No
1000860,DEU,O,A,B,0,No
1000862,ESP,M,I,A,0,No
1000863,ESP,M,I,A,45.91,Yes
1000864,USA,M,A,B,0,No
1000865,USA,M,A,B,0,No
1000866,TUR,M,I,B,0,No
1000867,USA,M,A,B,0,No
1000868,BRA,,I,A,45.92,Yes
1000869,USA,F,I,A,0,No
1000870,BRA,M,I,B,0,No
1000871,GBR,F,I,B,0,No
1000872,GBR,,A,B,0,No
1000873,TUR,M,A,B,0,No
1000874,TUR,,I,B,0,No
1000875,USA,F,A,A,0,No
1000876,BRA,,A,B,0,No
1000877,USA,F,A,B,0,No
1000878,USA,M,I,B,0,No
1000879,GBR,M,A,B,0,No
1000880,TUR,F,A,B,0,No
1000881,BRA,F,A,B,0,No
1000882,GBR,M,I,A,0,No
1000883,USA,M,A,A,65.1,Yes
1000884,MEX,F,A,B,0,No
1000885,DEU,F,A,B,0,No
1000886,CAN,M,A,A,0,No
1000887,MEX,F,A,A,0,No
1000888,DEU,F,I,B,0,No
1000889,BRA,F,A,B,0,No
1000890,MEX,M,A,B,0,No
1000891,BRA,M,A,B,0,No
1000892,USA,F,A,B,0,No
1000893,BRA,F,A,A,0,No
1000894,MEX,F,I,A,0,No
1000895,GBR,M,A,B,0,No
1000896,BRA,F,I,B,0,No
1000897,TUR,F,I,B,0,No
1000898,BRA,M,I,B,0,No
1000899,DEU,,I,A,0,No
1000900,DEU,M,A,A,0,No
1000901,BRA,F,A,A,0,No
1000902,BRA,M,A,A,0,No
1000903,BRA,F,A,B,0,No
1000904,BRA,M,I,B,0,No
1000905,CAN,M,I,B,0,No
1000906,FRA,O,A,A,0,No
1000907,FRA,M,,B,0,No
1000908,GBR,F,I,B,78.7,Yes
1000909,MEX,F,I,B,0,No
1000910,AUS,M,A,A,0,No
1000911,MEX,,A,A,0,No
1000912,BRA,M,A,B,0,No
1000913,DEU,F,A,A,0,No
1000914,BRA,M,I,A,0,No
1000915,USA,M,I,A,0,No
1000916,USA,O,A,A,0,No
1000917,TUR,,A,B,0,No
1000918,USA,M,I,A,0,No
1000919,USA,O,A,A,0,No
1000920,DEU,,I,B,0,No
1000921,DEU,,A,A,0,No
1000922,DEU,F,I,B,0,No
1000923,TUR,M,I,A,0,No
1000924,ESP,F,A,A,0,No
1000925,GBR,M,A,A,0,No
1000926,BRA,,A,B,0,No
1000927,USA,M,I,B,0,No
1000928,BRA,F,A,A,0,No
1000929,ESP,M,A,B,0,No
1000930,DEU,F,A,A,114.56,Yes
1000931,MEX,O,I,B,0,No
1000932,BRA,M,A,A,0,No
1000933,MEX,F,I,B,0,No
1000934,USA,F,I,B,0,No
1000935,MEX,M,A,A,0,No
1000936,BRA,F,A,A,0,No
1000937,GBR,F,,B,122.28,Yes
1000938,BRA,M,I,A,48.48,Yes
1000939,BRA,F,A,B,0,No
1000940,FRA,F,A,A,0,No
1000941,BRA,M,I,B,0,No
1000942,USA,M,I,B,0,No
1000943,FRA,F,A,A,0,No
1000944,BRA,F,A,A,0,No
1000945,ESP,M,I,A,41.06,Yes
1000946,USA,M,A,A,0,No
1000947,USA,M,A,B,0,No
1000948,TUR,F,I,B,0,No
1000949,ESP,F,A,B,0,No
1000950,USA,M,A,A,0,No
1000951,BRA,F,I,A,0,No
1000952,BRA,F,I,A,0,No
1000953,TUR,F,A,A,0,No
1000954,AUS,F,A,A,0,No
1000955,BRA,,A,A,0,No
1000956,ESP,M,A,A,0,No
1000957,AUS,F,I,B,0,No
1000958,BRA,M,A,B,0,No
1000959,USA,M,A,B,0,No
1000960,ESP,F,I,B,0,No
1000961,ESP,,I,B,0,No
1000962,FRA,,A,B,0,No
1000963,DEU,M,A,B,0,No
1000964,DEU,M,A,B,0,No
1000965,USA,M,A,B,0,No
1000966,BRA,M,I,A,0,No
1000967,GBR,M,I,B,0,No
1000968,USA,,A,B,0,No
1000969,USA,F,I,A,0,No
1000970,USA,F,I,A,0,No
1000971,BRA,,I,A,0,No
1000972,USA,F,I,A,0,No
1000973,MEX,F,A,B,0,No
1000974,USA,F,A,B,0,No
1000975,FRA,,I,A,0,No
1000977,USA,F,I,B,0,No
1000978,BRA,M,A,B,0,No
1000979,MEX,,I,B,0,No
1000980,USA,M,I,A,0,No
1000981,BRA,F,I,A,0,No
1000982,TUR,M,A,B,0,No
1000984,BRA,F,A,B,0,No
1000985,BRA,M,,B,0,No
1000986,TUR,F,A,A,0,No
1000987,TUR,M,I,A,0,No
1000988,MEX,,I,B,0,No
1000989,USA,,A,B,0,No
1000990,USA,,A,B,0,No
1000991,USA,F,I,A,0,No
1000992,GBR,M,A,B,0,No
1000993,USA,F,A,B,0,No
1000994,DEU,F,A,A,0,No
1000995,TUR,,I,A,0,No
1000996,ESP,M,A,B,0,No
1000997,USA,M,I,B,0,No
1000998,MEX,M,I,B,0,No
1000999,USA,M,A,A,0,No
1001000,TUR,F,A,A,0,No
1001001,BRA,M,A,B,0,No
1001002,USA,,I,B,0,No
1001003,GBR,,A,A,0,No
1001004,MEX,M,A,A,0,No
1001005,USA,F,I,A,0,No
1001006,USA,F,A,B,0,No
1001007,BRA,M,I,A,0,No
1001008,BRA,F,A,A,0,No
1001009,TUR,M,A,A,0,No
1001010,USA,M,A,A,0,No
1001011,GBR,M,A,B,0,No
1001012,GBR,,A,A,0,No
1001013,DEU,,A,A,0,No
1001014,MEX,M,A,A,0,No
1001015,FRA,,A,A,0,No
1001016,BRA,,A,B,63.01,Yes
1001017,ESP,M,I,B,0,No
1001018,USA,F,A,A,0,No
1001019,USA,F,A,B,0,No
1001020,USA,F,A,A,0,No
1001021,USA,,I,B,0,No
1001022,BRA,M,A,A,0,No
1001023,MEX,,A,A,0,No
1001024,BRA,M,I,A,0,No
1001025,ESP,M,I,B,0,No
1001026,USA,O,I,A,0,No
1001027,USA,F,A,A,0,No
1001028,USA,O,I,A,0,No
1001029,BRA,O,I,B,0,No
1001030,FRA,M,A,A,0,No
1001031,GBR,M,A,B,0,No
1001032,DEU,M,A,A,0,No
1001033,BRA,F,A,A,0,No
1001034,CAN,,A,B,0,No
1001035,USA,F,A,A,0,No
1001036,MEX,F,I,B,0,No
1001037,USA,F,I,B,879.1,Yes
1001038,DEU,M,I,B,0,No
1001039,DEU,F,I,B,31.45,Yes
1001040,USA,F,I,B,0,No
1001041,,M,I,A,0,No
1001042,DEU,F,A,B,0,No
1001043,BRA,F,A,B,0,No
1001044,USA,M,I,A,0,No
1001045,BRA,F,I,A,0,No
1001046,USA,M,I,B,0,No
1001047,ESP,,A,A,0,No
1001048,GBR,F,I,A,0,No
1001049,BRA,F,A,A,0,No
1001050,USA,M,I,B,0,No
1001051,DEU,F,I,A,0,No
1001052,CAN,F,I,A,47.86,Yes
1001053,USA,O,A,A,0,No
1001054,ESP,M,A,B,0,No
1001055,MEX,,A,A,0,No
1001056,ESP,M,I,A,0,No
1001057,BRA,,I,A,0,No
1001058,USA,F,I,B,0,No
1001059,MEX,M,A,A,0,No
1001060,USA,M,A,A,0,No
1001061,BRA,,A,A,0,No
1001062,TUR,M,I,A,0,No
1001063,TUR,,I,A,0,No
1001064,BRA,M,A,B,0,No
1001065,USA,M,A,A,0,No
1001066,MEX,,A,A,0,No
1001067,BRA,M,I,A,0,No
1001068,USA,M,A,B,0,No
1001069,BRA,M,A,A,0,No
1001070,DEU,F,A,A,0,No
1001071,USA,F,A,B,0,No
1001072,USA,,A,A,0,No
1001073,MEX,M,I,B,0,No
1001074,BRA,M,I,A,0,No
1001075,FRA,M,A,A,0,No
1001076,BRA,M,A,A,0,No
1001077,BRA,F,I,A,0,No
1001078,MEX,F,I,A,0,No
1001079,CAN,O,A,A,0,No
1001080,DEU,M,I,B,0,No
1001081,BRA,M,A,A,0,No
1001082,TUR,F,I,A,0,No
1001083,FRA,F,A,B,0,No
1001084,USA,F,I,A,0,No
1001085,FRA,M,A,A,0,No
1001086,TUR,M,A,A,0,No
1001087,CAN,M,A,B,0,No
1001088,,F,I,A,0,No
1001089,GBR,M,A,B,0,No
1001090,USA,F,I,A,84.51,Yes
1001091,CAN,M,I,A,47.78,Yes
1001092,BRA,M,A,A,0,No
1001093,MEX,M,A,A,0,No
1001094,AUS,M,A,B,0,No
1001095,GBR,F,A,A,0,No
1001096,USA,,I,A,0,No
1001097,BRA,M,I,B,0,No
1001098,USA,O,A,A,0,No
1001099,USA,M,A,A,0,No
1001100,DEU,M,I,B,0,No
1001101,GBR,,A,B,0,No
1001102,BRA,,I,B,0,No
1001103,MEX,F,A,A,0,No
1001104,MEX,F,I,B,0,No
1001105,MEX,F,A,B,0,No
1001106,BRA,M,A,A,0,No
1001107,MEX,F,I,A,0,No
1001108,BRA,M,A,B,0,No
1001109,,F,I,B,0,No
1001110,AUS,F,A,A,0,No
1001111,BRA,M,A,B,0,No
1001112,GBR,M,A,A,0,No
1001113,AUS,F,A,A,0,No
1001114,USA,M,A,B,0,No
1001115,USA,F,A,B,0,No
1001116,USA,M,I,A,0,No
1001117,GBR,,A,B,0,No
1001118,BRA,M,I,A,0,No
1001119,USA,M,A,A,0,No
1001120,TUR,,A,B,0,No
1001121,BRA,F,A,A,0,No
1001122,MEX,M,A,B,0,No
1001123,USA,M,A,B,0,No
1001124,GBR,M,I,A,0,No
1001125,MEX,F,A,B,0,No
1001127,USA,F,A,B,0,No
1001128,FRA,,I,B,35.57,Yes
1001129,USA,,A,B,0,No
1001130,USA,F,I,B,0,No
1001131,BRA,M,A,B,0,No
1001132,BRA,F,A,A,0,No
1001133,GBR,M,I,B,0,No
1001134,GBR,M,I,B,0,No
1001135,USA,M,A,B,0,No
1001136,TUR,M,A,A,0,No
1001137,USA,M,I,B,101.75,Yes
1001138,USA,F,A,B,0,No
1001139,GBR,M,A,A,0,No
1001140,USA,M,A,A,0,No
1001141,GBR,M,A,A,0,No
1001142,MEX,O,I,B,0,No
1001143,FRA,O,A,A,0,No
1001144,MEX,M,A,A,0,No
1001145,USA,M,A,A,0,No
1001146,CAN,M,I,B,0,No
1001147,DEU,F,A,A,0,No
1001148,MEX,M,A,A,0,No
1001149,USA,M,A,A,0,No
1001150,BRA,M,A,B,0,No
1001151,DEU,O,A,B,0,No
1001152,AUS,F,A,A,0,No
1001153,BRA,M,I,B,0,No
1001154,USA,,A,B,0,No
1001155,USA,F,A,A,58.76,Yes
1001156,CAN,,A,B,0,No
1001158,USA,M,A,A,0,No
1001159,DEU,M,I,A,0,No
1001160,GBR,M,A,A,0,No
1001161,USA,F,A,A,0,No
1001162,USA,,A,B,0,No
1001163,BRA,M,,A,0,No
1001164,USA,M,A,A,0,No
1001165,MEX,F,A,B,0,No
1001166,BRA,M,A,A,0,No
1001167,BRA,,I,A,0,No
1001168,DEU,M,I,B,0,No
1001169,DEU,F,A,A,0,No
1001170,CAN,M,A,B,0,No
1001171,BRA,M,,B,0,No
1001172,FRA,F,A,A,0,No
1001173,DEU,M,I,B,0,No
1001174,DEU,M,I,A,0,No
1001175,FRA,F,A,B,0,No
1001176,BRA,F,A,A,0,No
1001177,MEX,M,A,B,0,No
1001178,BRA,O,A,B,0,No
1001179,TUR,M,A,A,0,No
1001180,USA,F,I,A,0,No
1001181,DEU,M,A,B,0,No
1001182,USA,M,A,A,0,No
1001183,TUR,M,A,A,0,No
1001184,USA,F,A,B,0,No
1001185,FRA,M,A,B,17.18667037,Yes
1001186,FRA,F,A,A,0,No
1001187,BRA,M,A,B,0,No
1001188,BRA,M,A,B,0,No
1001189,USA,M,A,B,0,No
1001190,TUR,F,A,A,0,No
1001191,MEX,M,A,B,0,No
1001192,BRA,,A,A,0,No
1001193,BRA,M,I,A,0,No
1001194,MEX,M,A,B,0,No
1001195,DEU,F,I,A,0,No
1001196,AUS,,I,B,0,No
1001197,MEX,F,,B,0,No
1001198,DEU,M,A,A,0,No
1001199,GBR,F,A,B,0,No
1001200,AUS,F,A,B,24.47,Yes
1001201,BRA,M,I,A,0,No
1001202,DEU,M,A,A,0,No
1001203,BRA,M,A,A,0,No
1001204,AUS,,A,A,0,No
1001205,USA,,I,B,0,No
1001206,USA,,I,B,67.11,Yes
1001207,USA,M,A,B,0,No
1001208,BRA,M,I,A,0,No
1001209,USA,M,A,A,0,No
1001210,TUR,,I,A,0,No
1001211,DEU,F,A,A,0,No
1001212,USA,M,I,B,0,No
1001213,USA,M,A,B,0,No
1001214,USA,,I,B,0,No
1001215,MEX,M,I,B,0,No
1001216,GBR,F,A,B,0,No
1001217,BRA,M,A,B,0,No
1001218,,F,I,B,0,No
1001219,USA,F,I,B,0,No
1001220,USA,F,A,B,0,No
1001221,BRA,F,I,B,0,No
1001222,MEX,F,I,B,0,No
1001224,USA,F,I,B,0,No
1001225,MEX,,I,B,0,No
1001226,USA,M,A,B,0,No
1001227,TUR,,A,B,0,No
1001228,DEU,,I,B,0,No
1001229,TUR,F,I,B,0,No
1001230,USA,M,A,B,0,No
1001231,MEX,M,A,B,0,No
1001232,USA,F,A,A,0,No
1001233,FRA,F,I,B,0,No
1001234,DEU,F,A,A,0,No
1001235,CAN,M,A,B,0,No
1001236,GBR,F,A,A,0,No
1001237,USA,F,A,B,0,No
1001238,,M,A,B,0,No
1001239,BRA,F,A,B,0,No
1001240,FRA,,A,A,0,No
1001241,GBR,F,A,A,0,No
1001242,BRA,M,A,A,0,No
1001243,TUR,F,A,B,0,No
1001244,USA,M,I,A,0,No
1001245,USA,M,I,B,0,No
1001246,USA,,I,B,0,No
1001247,BRA,M,A,A,0,No
1001248,BRA,M,I,B,48.6,Yes
1001249,USA,,I,B,0,No
1001250,USA,F,I,A,0,No
1001251,USA,M,I,A,0,No
1001252,MEX,F,A,A,0,No
1001253,USA,F,A,B,0,No
1001254,GBR,M,A,B,0,No
1001255,USA,M,I,A,0,No
1001256,GBR,M,I,B,0,No
1001257,BRA,M,I,A,0,No
1001258,USA,F,A,B,0,No
1001259,MEX,F,I,B,0,No
1001260,BRA,M,A,A,0,No
1001261,DEU,,I,A,0,No
1001262,GBR,M,A,A,0,No
1001263,BRA,M,A,A,0,No
1001264,MEX,M,A,A,0,No
1001265,USA,M,I,A,0,No
1001266,USA,F,A,B,0,No
1001267,GBR,F,A,A,0,No
1001268,ESP,M,A,B,0,No
1001269,MEX,F,A,A,0,No
1001270,FRA,F,A,B,0,No
1001271,MEX,M,A,B,0,No
1001272,USA,M,I,B,0,No
1001273,CAN,F,A,B,0,No
1001274,USA,F,A,B,0,No
1001275,USA,F,A,B,0,No
1001276,USA,M,A,A,0,No
1001277,TUR,M,I,A,0,No
1001279,DEU,F,I,B,0,No
1001281,BRA,F,I,A,0,No
1001282,USA,M,A,B,0,No
1001283,USA,F,A,A,0,No
1001284,ESP,,A,B,0,No
1001285,BRA,M,I,B,0,No
1001286,CAN,F,I,B,0,No
1001287,MEX,F,I,A,0,No
1001288,BRA,,A,B,0,No
1001289,USA,M,A,B,0,No
1001290,AUS,F,A,B,0,No
1001291,BRA,F,A,B,0,No
1001292,BRA,,A,B,0,No
1001293,BRA,F,A,B,0,No
1001294,FRA,M,A,A,0,No
1001295,FRA,M,I,A,0,No
1001296,USA,,I,B,0,No
1001297,MEX,F,A,A,0,No
1001298,TUR,M,I,A,75.93,Yes
1001299,DEU,F,A,B,0,No
1001300,CAN,F,A,A,0,No
1001301,USA,M,I,B,0,No
1001302,GBR,O,A,B,0,No
1001303,DEU,M,A,B,0,No
1001305,USA,M,I,B,0,No
1001306,USA,M,I,B,0,No
1001307,FRA,F,A,A,0,No
1001308,USA,M,A,A,0,No
1001309,BRA,F,A,A,0,No
1001310,GBR,F,I,B,0,No
1001311,FRA,F,I,A,0,No
1001312,TUR,M,A,B,0,No
1001314,USA,M,I,B,0,No
1001315,BRA,F,A,A,0,No
1001316,USA,F,A,A,0,No
1001317,BRA,F,A,A,0,No
1001318,TUR,M,I,B,0,No
1001319,USA,M,A,B,0,No
1001320,MEX,F,I,B,0,No
1001321,CAN,F,I,B,0,No
1001322,BRA,M,I,A,0,No
1001323,USA,M,A,B,0,No
1001324,FRA,F,I,B,0,No
1001325,GBR,F,A,A,0,No
1001326,BRA,M,A,A,0,No
1001327,DEU,,A,A,0,No
1001328,GBR,M,A,B,0,No
1001329,BRA,M,A,A,0,No
1001330,MEX,,I,B,0,No
1001331,GBR,F,A,A,0,No
1001332,BRA,M,A,A,0,No
1001333,BRA,M,I,A,0,No
1001334,USA,M,I,B,0,No
1001335,USA,F,A,A,0,No
1001336,TUR,M,I,A,0,No
1001337,BRA,F,A,B,0,No
1001338,BRA,,I,B,0,No
1001339,MEX,F,A,A,0,No
1001340,BRA,,A,B,0,No
1001341,FRA,M,A,A,0,No
1001342,FRA,,A,A,0,No
1001343,BRA,F,A,B,0,No
1001344,USA,F,A,B,0,No
1001345,BRA,M,I,A,0,No
1001346,BRA,F,I,A,0,No
1001347,FRA,F,I,A,0,No
1001348,BRA,F,A,B,0,No
1001349,USA,F,A,B,0,No
1001350,BRA,M,I,B,0,No
1001351,,F,A,A,0,No
1001352,BRA,F,A,B,0,No
1001353,DEU,,A,B,0,No
1001354,BRA,M,A,B,0,No
1001355,USA,M,A,B,0,No
1001356,DEU,F,I,A,0,No
1001357,TUR,M,A,A,0,No
1001358,USA,M,I,B,0,No
1001359,GBR,M,A,B,0,No
1001360,USA,M,A,B,0,No
1001361,MEX,F,A,A,0,No
1001362,CAN,M,A,B,0,No
1001363,BRA,M,A,A,0,No
1001364,ESP,M,A,B,0,No
1001365,TUR,,I,A,0,No
1001366,DEU,M,A,A,0,No
1001367,MEX,F,I,B,0,No
1001368,MEX,M,A,B,0,No
1001369,,F,A,B,0,No
1001370,BRA,F,A,A,0,No
1001371,TUR,M,A,B,0,No
1001372,GBR,M,A,A,0,No
1001373,MEX,M,I,A,0,No
1001374,USA,M,A,A,0,No
1001375,BRA,M,A,A,0,No
1001376,USA,F,I,A,0,No
1001377,TUR,F,A,A,0,No
1001378,ESP,,I,A,0,No
1001379,ESP,F,A,A,0,No
1001380,DEU,M,I,A,0,No
1001381,AUS,M,I,A,0,No
1001382,BRA,F,A,B,0,No
1001383,MEX,F,I,B,0,No
1001384,MEX,F,A,B,0,No
1001385,TUR,M,A,A,0,No
1001386,BRA,F,A,A,0,No
1001387,MEX,F,I,A,0,No
1001388,BRA,,,A,0,No
1001389,MEX,,A,A,0,No
1001390,FRA,F,A,B,0,No
1001391,USA,M,I,A,0,No
1001392,BRA,,A,A,0,No
1001393,USA,M,A,B,0,No
1001394,BRA,F,A,A,0,No
1001395,BRA,M,A,A,0,No
1001396,TUR,F,A,A,0,No
1001397,USA,,A,A,0,No
1001398,USA,M,A,A,0,No
1001399,BRA,F,I,A,0,No
1001400,USA,F,I,B,0,No
1001401,DEU,F,I,A,0,No
1001402,USA,O,A,B,0,No
1001403,USA,F,A,B,0,No
1001404,USA,M,A,B,0,No
1001405,TUR,F,A,B,0,No
1001406,DEU,,A,B,0,No
1001407,TUR,F,A,A,0,No
1001408,USA,F,A,A,0,No
1001409,BRA,F,A,B,0,No
1001411,MEX,M,A,B,0,No
1001412,USA,,,A,0,No
1001413,DEU,M,A,A,0,No
1001414,BRA,F,I,A,0,No
1001415,MEX,M,A,A,0,No
1001416,,M,A,B,0,No
1001417,MEX,F,A,A,0,No
1001418,USA,O,A,A,0,No
1001419,USA,F,A,B,0,No
1001420,USA,M,A,A,0,No
1001421,TUR,F,I,B,0,No
1001422,FRA,F,A,B,0,No
1001423,MEX,,I,B,0,No
1001424,FRA,F,A,B,69.73,Yes
1001425,USA,M,A,B,309.8,Yes
1001426,BRA,F,I,B,0,No
1001427,TUR,,I,B,0,No
1001428,DEU,F,A,B,0,No
1001429,USA,F,I,A,0,No
1001430,USA,M,A,A,0,No
1001431,USA,M,I,A,0,No
1001432,USA,M,A,A,0,No
1001433,USA,F,A,A,0,No
1001434,DEU,O,I,B,0,No
1001435,BRA,O,I,B,0,No
1001436,USA,F,I,A,0,No
1001437,USA,F,I,A,0,No
1001438,FRA,M,A,B,0,No
1001439,CAN,F,I,A,0,No
1001440,MEX,F,A,B,0,No
1001441,USA,M,I,B,0,No
1001442,BRA,F,A,A,0,No
1001443,ESP,M,A,B,0,No
1001444,USA,M,A,B,0,No
1001445,ESP,M,I,B,0,No
1001446,TUR,M,A,A,0,No
1001447,CAN,F,I,A,0,No
1001448,ESP,,A,A,0,No
1001449,USA,M,A,B,0,No
1001450,GBR,M,A,A,0,No
1001451,BRA,F,I,B,0,No
1001452,TUR,F,A,A,0,No
1001453,DEU,F,A,B,0,No
1001454,FRA,,I,B,0,No
1001455,USA,F,I,B,0,No
1001456,FRA,,A,B,0,No
1001457,BRA,,A,A,0,No
1001458,BRA,F,A,A,0,No
1001459,GBR,F,A,B,0,No
1001460,CAN,M,I,A,0,No
1001461,BRA,F,I,A,50.02,Yes
1001462,USA,M,A,A,0,No
1001463,MEX,M,A,B,0,No
1001464,DEU,M,A,B,0,No
1001465,BRA,F,A,A,0,No
1001466,MEX,M,A,B,0,No
1001467,DEU,F,A,B,0,No
1001468,AUS,M,A,B,0,No
1001469,USA,M,A,B,0,No
1001470,FRA,F,I,A,0,No
1001471,FRA,F,I,B,0,No
1001472,TUR,M,A,A,0,No
1001473,USA,F,I,A,0,No
1001474,AUS,F,A,A,0,No
1001475,MEX,M,A,B,0,No
1001477,USA,M,I,B,106.65,Yes
1001478,DEU,M,A,A,0,No
1001479,USA,M,A,B,0,No
1001480,CAN,F,A,B,0,No
1001481,TUR,M,A,B,0,No
1001482,BRA,M,I,B,0,No
1001483,GBR,O,I,B,0,No
1001484,TUR,F,I,B,0,No
1001485,USA,M,A,B,0,No
1001486,MEX,,A,B,0,No
1001487,USA,M,A,B,0,No
1001488,BRA,M,I,B,0,No
1001489,,F,A,A,0,No
1001490,USA,F,A,B,0,No
1001491,FRA,,A,B,0,No
1001492,MEX,F,A,B,0,No
1001493,BRA,F,I,B,16.78,Yes
1001494,TUR,M,A,B,0,No
1001495,MEX,M,A,B,0,No
1001496,MEX,M,I,B,0,No
1001497,MEX,M,A,B,0,No
1001498,USA,F,A,A,0,No
1001499,BRA,F,I,B,0,No
1001500,USA,F,I,B,74.21630118,Yes
1001501,BRA,F,A,B,126.67,Yes
1001502,TUR,F,A,A,0,No
1001503,ESP,F,I,A,0,No
1001504,FRA,,A,A,0,No
1001505,DEU,,A,A,0,No
1001506,GBR,F,A,B,0,No
1001507,FRA,F,A,B,0,No
1001508,GBR,F,I,B,0,No
1001509,USA,,I,A,0,No
1001510,,,A,A,0,No
1001511,MEX,F,A,B,0,No
1001512,TUR,F,I,A,0,No
1001513,CAN,,I,A,0,No
1001514,USA,M,A,B,0,No
1001515,BRA,F,A,A,0,No
1001516,MEX,F,A,A,0,No
1001517,USA,,A,A,0,No
1001518,USA,M,A,A,0,No
1001519,MEX,F,I,B,0,No
1001520,BRA,F,A,B,0,No
1001521,GBR,M,A,A,0,No
1001522,BRA,F,A,B,0,No
1001523,ESP,M,I,B,0,No
1001524,TUR,F,I,B,0,No
1001525,USA,M,A,A,0,No
1001526,USA,F,I,A,0,No
1001527,BRA,,A,B,0,No
1001528,GBR,F,A,B,0,No
1001529,MEX,F,A,A,0,No
1001530,TUR,,A,B,0,No
1001531,USA,,I,B,45.89,Yes
1001532,USA,M,,A,0,No
1001533,MEX,M,A,A,0,No
1001534,USA,,I,A,0,No
1001535,USA,F,I,B,0,No
1001536,TUR,M,A,B,0,No
1001537,GBR,F,A,B,0,No
1001538,GBR,F,A,B,0,No
1001539,USA,F,A,B,0,No
1001540,USA,,I,A,0,No
1001541,USA,M,A,B,79.98,Yes
1001542,AUS,M,I,B,0,No
1001543,BRA,M,A,A,0,No
1001544,BRA,,I,B,0,No
1001545,DEU,,A,B,0,No
1001546,FRA,M,A,B,0,No
1001547,USA,F,I,A,0,No
1001548,CAN,F,I,A,0,No
1001549,TUR,M,I,A,0,No
1001550,USA,F,A,B,0,No
1001551,BRA,M,A,B,0,No
1001552,USA,O,A,B,0,No
1001553,TUR,F,I,B,0,No
1001554,MEX,F,A,A,0,No
1001555,USA,F,I,B,0,No
1001556,BRA,,A,B,0,No
1001557,USA,F,I,B,0,No
1001558,CAN,F,A,A,0,No
1001559,DEU,F,A,B,0,No
1001560,MEX,F,I,B,0,No
1001561,USA,,I,A,0,No
1001562,AUS,M,A,A,0,No
1001563,TUR,M,I,A,0,No
1001564,ESP,F,A,A,0,No
1001565,MEX,M,I,B,0,No
1001566,FRA,M,A,B,0,No
1001567,DEU,,I,B,0,No
1001568,MEX,,A,A,0,No
1001569,GBR,,A,A,0,No
1001570,BRA,M,A,B,0,No
1001571,USA,M,A,B,0,No
1001572,USA,M,A,A,0,No
1001573,DEU,F,A,B,0,No
1001574,BRA,M,I,A,0,No
1001575,USA,M,A,A,0,No
1001576,USA,O,I,B,0,No
1001577,MEX,,I,A,0,No
1001578,AUS,F,A,B,0,No
1001579,BRA,,A,A,0,No
1001580,DEU,M,A,B,0,No
1001581,DEU,M,A,B,0,No
1001582,BRA,M,I,B,0,No
1001583,GBR,F,I,A,0,No
1001584,MEX,F,A,B,0,No
1001585,BRA,F,A,B,0,No
1001586,DEU,F,A,A,0,No
1001587,TUR,M,A,B,0,No
1001588,BRA,F,A,B,0,No
1001589,USA,F,A,B,0,No
1001590,USA,M,A,A,0,No
1001591,USA,F,A,A,76.73,Yes
1001592,USA,M,I,B,0,No
1001593,BRA,F,A,B,0,No
1001594,USA,M,A,A,0,No
1001595,BRA,M,I,B,0,No
1001596,BRA,M,I,A,0,No
1001597,AUS,O,I,A,0,No
1001598,BRA,F,A,B,0,No
1001599,TUR,M,I,B,0,No
1001600,BRA,,A,A,0,No
1001601,MEX,F,I,B,0,No
1001602,USA,M,A,B,0,No
1001603,USA,M,A,B,0,No
1001604,TUR,,A,A,0,No
1001605,BRA,,A,A,0,No
1001606,GBR,M,I,B,18.63,Yes
1001607,DEU,F,A,A,0,No
1001608,MEX,F,I,A,0,No
1001609,DEU,M,A,B,0,No
1001610,USA,M,A,A,0,No
1001611,DEU,,A,A,0,No
1001612,MEX,O,I,B,0,No
1001613,USA,M,I,A,0,No
1001614,TUR,,I,A,0,No
1001615,USA,F,I,B,0,No
1001616,BRA,F,A,B,0,No
